id_tenant,sleep_schedule,work_shift,energy_rhythm,education_level,budget,languages_spoken,social_level,cleanliness_rating,likes_reading,likes_cooking,cooking_preference,on_diet,smoker,likes_pets,pet_allergy,frequent_visits,remote_worker,plays_sports,listens_loud_music,preferred_music_genre,ideal_weekend_plan,noise_tolerance,shares_common_items,relationship_status
157,Flexible,Afternoon,Medium,Bachelor's,1146,French,Introvert,4,No,No,Order,No,No,No,No,Yes,No,Yes,Yes,Pop,Travel,High,Yes,Relationship
158,Night owl,Afternoon,High,Bachelor's,944,"Italian, Spanish, French",Introvert,1,No,No,Order,Yes,Yes,No,Yes,No,No,No,No,None,Family Time,High,No,Single
159,Early bird,Afternoon,Medium,Bachelor's,445,"Italian, German",Extrovert,3,Yes,Yes,Order,Yes,Yes,No,No,No,No,Yes,Yes,Pop,Hike,Medium,Yes,Single
160,Flexible,Morning,Medium,Bachelor's,614,"English, Spanish, Italian",Introvert,2,No,No,Cook,No,No,No,Yes,No,Yes,No,No,Jazz,Family Time,Medium,No,Single
161,Early bird,Afternoon,Medium,Master's,426,English,Balanced,5,No,Yes,Order,Yes,No,No,Yes,Yes,Yes,No,No,Pop,Hike,Low,No,Relationship
162,Early bird,Morning,Medium,Bachelor's,467,"German, Italian",Extrovert,3,No,No,Order,No,Yes,No,Yes,Yes,Yes,No,No,Techno,Hike,Medium,No,Relationship
163,Early bird,Morning,High,PhD,584,Spanish,Balanced,4,No,Yes,Cook,No,Yes,No,Yes,Yes,No,No,Yes,Rock,Party,Medium,No,Single
164,Flexible,Morning,Medium,High School,423,Italian,Balanced,4,No,No,Cook,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Techno,Hike,Medium,Yes,Relationship
165,Early bird,Afternoon,Low,Master's,980,"German, Italian",Introvert,1,No,Yes,Cook,No,No,Yes,No,No,Yes,No,No,None,Family Time,High,No,Relationship
166,Night owl,Morning,Medium,Master's,1102,"German, Italian",Balanced,4,Yes,Yes,Cook,No,No,No,Yes,Yes,Yes,Yes,Yes,Pop,Family Time,Medium,No,Relationship
167,Flexible,Afternoon,Medium,Bachelor's,430,"Italian, Spanish, French",Extrovert,2,Yes,No,Order,Yes,Yes,No,No,No,Yes,Yes,No,Rock,Family Time,Medium,No,Single
168,Flexible,Night,High,PhD,823,Spanish,Introvert,3,Yes,Yes,Cook,No,No,No,No,Yes,Yes,No,Yes,Rock,Family Time,High,Yes,Relationship
169,Early bird,Afternoon,Low,PhD,830,English,Introvert,5,Yes,No,Order,No,No,Yes,No,No,No,Yes,No,Jazz,Travel,Medium,Yes,Relationship
170,Night owl,Morning,High,Master's,521,Spanish,Balanced,1,Yes,No,Cook,No,Yes,Yes,No,Yes,No,Yes,No,None,Chill,Medium,Yes,Relationship
171,Flexible,Morning,High,High School,469,"Spanish, English, German",Balanced,1,Yes,No,Cook,Yes,Yes,No,Yes,Yes,Yes,No,No,Pop,Family Time,Low,No,Relationship
172,Flexible,Morning,Medium,Bachelor's,431,"French, Spanish",Balanced,2,No,No,Cook,Yes,Yes,Yes,Yes,Yes,No,No,No,Pop,Travel,High,No,Single
173,Night owl,Afternoon,High,Bachelor's,652,Italian,Balanced,3,Yes,No,Order,No,No,No,Yes,Yes,Yes,Yes,No,Techno,Family Time,Low,Yes,Relationship
174,Flexible,Afternoon,Medium,Master's,590,"Italian, Spanish",Introvert,3,Yes,Yes,Cook,Yes,Yes,Yes,Yes,Yes,Yes,No,No,None,Party,Medium,Yes,Single
175,Flexible,Morning,Low,Bachelor's,694,"German, Spanish, French",Introvert,4,No,Yes,Order,No,Yes,No,No,No,Yes,No,Yes,Reggaeton,Travel,Medium,Yes,Single
176,Early bird,Morning,Low,Master's,428,German,Introvert,4,No,Yes,Cook,No,Yes,Yes,Yes,Yes,No,Yes,No,None,Travel,Medium,Yes,Relationship
177,Early bird,Morning,Low,PhD,845,"French, Spanish, German",Balanced,2,No,No,Order,No,Yes,No,No,No,No,Yes,Yes,Reggaeton,Party,High,No,Single
178,Early bird,Afternoon,High,Master's,629,"English, German",Introvert,3,Yes,No,Order,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Jazz,Chill,Low,Yes,Relationship
179,Night owl,Morning,Medium,PhD,1118,"Italian, French",Introvert,2,Yes,Yes,Order,Yes,Yes,No,No,No,No,Yes,Yes,Pop,Party,Medium,No,Single
180,Early bird,Morning,Low,Bachelor's,1102,"Spanish, German, Italian",Extrovert,3,No,No,Cook,No,Yes,No,No,No,No,Yes,No,Jazz,Travel,Medium,Yes,Relationship
181,Night owl,Morning,High,Master's,613,Italian,Balanced,1,No,Yes,Cook,Yes,No,Yes,No,Yes,Yes,No,Yes,Jazz,Chill,High,Yes,Single
182,Night owl,Night,High,PhD,540,"Spanish, German",Introvert,3,No,No,Order,No,Yes,No,Yes,No,No,Yes,No,Pop,Party,Medium,No,Single
183,Night owl,Night,Low,PhD,854,Spanish,Extrovert,3,No,No,Cook,No,No,Yes,No,No,Yes,Yes,No,None,Travel,Medium,No,Relationship
184,Flexible,Morning,Low,Master's,740,"English, French",Balanced,3,Yes,No,Cook,Yes,Yes,Yes,Yes,Yes,No,No,No,Pop,Hike,Low,No,Relationship
185,Night owl,Night,Medium,Master's,763,"Italian, Spanish",Introvert,1,No,Yes,Order,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Pop,Travel,Medium,No,Single
186,Night owl,Afternoon,Low,PhD,973,"German, French",Introvert,2,Yes,No,Cook,No,No,Yes,No,Yes,No,Yes,No,Rock,Family Time,Low,No,Single
187,Night owl,Night,High,Bachelor's,765,English,Introvert,4,Yes,No,Cook,No,Yes,Yes,Yes,No,Yes,No,Yes,Techno,Hike,Low,Yes,Relationship
188,Flexible,Night,Medium,High School,877,Spanish,Extrovert,1,No,Yes,Order,No,Yes,Yes,Yes,Yes,No,No,No,Pop,Chill,Low,Yes,Relationship
189,Early bird,Afternoon,Low,PhD,1086,English,Introvert,1,No,Yes,Order,No,No,No,No,Yes,Yes,No,No,None,Party,Low,Yes,Single
190,Night owl,Morning,Low,PhD,566,"Spanish, French, German",Extrovert,3,Yes,No,Cook,No,Yes,No,Yes,No,No,Yes,Yes,Rock,Family Time,High,No,Relationship
191,Early bird,Night,Low,Master's,1160,French,Introvert,4,Yes,No,Order,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Jazz,Party,Low,No,Relationship
192,Flexible,Afternoon,High,Master's,599,"German, Italian, French",Balanced,4,Yes,No,Cook,Yes,No,No,No,No,Yes,No,No,None,Travel,Low,Yes,Relationship
193,Night owl,Morning,Low,Bachelor's,588,"Spanish, German, Italian",Balanced,1,No,Yes,Cook,Yes,No,No,No,No,No,Yes,No,Pop,Family Time,Medium,Yes,Single
194,Night owl,Afternoon,Medium,Master's,845,French,Extrovert,1,Yes,Yes,Order,Yes,Yes,Yes,No,No,No,No,Yes,Pop,Travel,Low,No,Relationship
195,Flexible,Afternoon,High,PhD,976,Spanish,Balanced,1,No,Yes,Order,No,Yes,No,Yes,Yes,No,No,Yes,Reggaeton,Family Time,Low,Yes,Relationship
196,Night owl,Afternoon,Low,High School,719,"Spanish, French, German",Extrovert,5,Yes,No,Cook,Yes,Yes,No,Yes,No,No,Yes,Yes,None,Party,Medium,Yes,Single
197,Night owl,Morning,High,High School,925,"French, German",Introvert,3,Yes,No,Cook,Yes,Yes,No,No,No,No,No,No,Reggaeton,Party,High,No,Relationship
198,Night owl,Night,Medium,PhD,466,"Italian, Spanish",Balanced,5,No,Yes,Cook,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,Travel,Low,No,Single
199,Flexible,Morning,Medium,PhD,726,"French, Italian",Introvert,3,Yes,No,Order,No,No,Yes,No,Yes,Yes,Yes,Yes,Jazz,Hike,High,Yes,Single
200,Early bird,Afternoon,High,Bachelor's,450,"Italian, Spanish, German",Extrovert,1,No,No,Order,No,No,Yes,No,Yes,Yes,No,Yes,Reggaeton,Travel,Low,No,Single
201,Flexible,Night,High,PhD,1135,"German, Spanish",Introvert,3,Yes,Yes,Cook,Yes,Yes,No,Yes,No,No,Yes,No,Techno,Hike,Low,Yes,Relationship
202,Flexible,Morning,High,Bachelor's,416,"German, Italian, Spanish",Introvert,4,No,No,Cook,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Classical,Family Time,Medium,No,Single
203,Flexible,Morning,Medium,Bachelor's,1131,"Italian, Spanish, English",Introvert,2,Yes,Yes,Cook,No,Yes,No,No,No,No,No,No,Techno,Travel,Low,Yes,Relationship
204,Early bird,Night,Low,Master's,658,"Italian, German, English",Extrovert,5,Yes,No,Order,Yes,No,Yes,Yes,Yes,Yes,Yes,No,None,Chill,Medium,No,Single
205,Early bird,Afternoon,Medium,Master's,895,Italian,Balanced,2,Yes,No,Order,No,Yes,No,Yes,No,Yes,No,No,Techno,Family Time,Low,Yes,Single
206,Night owl,Night,High,Bachelor's,600,French,Extrovert,3,Yes,Yes,Order,Yes,No,No,Yes,No,Yes,Yes,Yes,Pop,Chill,Medium,Yes,Single
207,Early bird,Afternoon,Medium,High School,546,"French, English",Balanced,4,Yes,No,Cook,No,Yes,Yes,No,No,No,No,Yes,None,Travel,Medium,No,Single
208,Flexible,Afternoon,High,PhD,729,French,Extrovert,3,Yes,No,Order,Yes,No,Yes,No,No,No,Yes,Yes,Rock,Party,Medium,No,Relationship
209,Night owl,Morning,Low,Bachelor's,1133,"Italian, Spanish",Introvert,2,Yes,Yes,Cook,No,No,No,No,No,No,Yes,Yes,Reggaeton,Family Time,High,Yes,Relationship
210,Flexible,Afternoon,Low,Master's,680,"Spanish, English, Italian",Introvert,4,No,Yes,Order,Yes,Yes,No,No,Yes,Yes,Yes,No,Classical,Chill,Low,No,Relationship
211,Night owl,Night,High,High School,1125,English,Introvert,4,Yes,No,Order,No,Yes,No,No,No,No,Yes,Yes,Rock,Party,Medium,No,Single
212,Early bird,Morning,Low,PhD,1083,"German, Spanish, Italian",Introvert,5,Yes,No,Order,Yes,Yes,No,No,No,Yes,Yes,Yes,Reggaeton,Family Time,High,No,Relationship
213,Flexible,Morning,High,Master's,701,Spanish,Extrovert,5,No,No,Order,Yes,No,No,Yes,No,Yes,No,No,Reggaeton,Chill,Medium,No,Relationship
214,Flexible,Morning,Medium,Master's,937,"English, German",Balanced,5,No,No,Cook,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Rock,Party,Low,No,Relationship
215,Early bird,Night,Medium,Master's,373,"French, English, German",Balanced,5,No,No,Cook,Yes,Yes,No,No,Yes,Yes,No,No,Rock,Family Time,Low,No,Relationship
216,Flexible,Morning,Low,Master's,675,"Spanish, English",Introvert,5,Yes,No,Cook,Yes,Yes,No,Yes,No,No,Yes,No,Pop,Hike,High,Yes,Relationship
217,Night owl,Afternoon,Low,PhD,1197,"Italian, English, German",Introvert,4,Yes,Yes,Order,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Techno,Family Time,Medium,No,Relationship
218,Early bird,Afternoon,Medium,High School,1146,"Italian, German, French",Introvert,4,Yes,Yes,Cook,Yes,Yes,No,No,No,Yes,Yes,Yes,Classical,Travel,High,Yes,Single
219,Flexible,Morning,Low,PhD,832,"French, German",Balanced,5,Yes,No,Order,No,No,Yes,No,No,Yes,No,No,Jazz,Chill,Medium,Yes,Single
220,Night owl,Morning,High,Master's,1144,"German, Italian",Extrovert,3,No,Yes,Order,Yes,Yes,No,Yes,Yes,No,Yes,No,Techno,Chill,Low,Yes,Single
221,Flexible,Night,High,Bachelor's,1070,English,Balanced,1,Yes,Yes,Cook,Yes,No,No,Yes,No,No,Yes,Yes,None,Hike,Low,No,Single
222,Early bird,Morning,Medium,PhD,1110,French,Introvert,2,No,Yes,Order,Yes,No,Yes,No,Yes,Yes,Yes,No,Classical,Party,Low,Yes,Relationship
223,Flexible,Night,Medium,Master's,990,"Italian, German",Introvert,5,No,Yes,Order,Yes,Yes,Yes,No,Yes,No,No,No,Classical,Family Time,Low,No,Relationship
224,Early bird,Night,Low,Bachelor's,368,"French, German",Introvert,2,Yes,No,Order,No,Yes,No,No,No,No,Yes,No,Rock,Hike,Medium,No,Single
225,Flexible,Afternoon,Low,Bachelor's,497,"French, German",Balanced,1,Yes,Yes,Cook,No,No,No,Yes,Yes,Yes,No,Yes,Rock,Family Time,High,Yes,Single
226,Flexible,Afternoon,Medium,High School,907,"French, English",Extrovert,1,Yes,Yes,Cook,No,Yes,Yes,Yes,No,No,Yes,Yes,Classical,Family Time,High,Yes,Relationship
227,Flexible,Morning,Low,Master's,817,"English, French, Italian",Balanced,1,No,No,Cook,No,No,Yes,Yes,No,No,No,Yes,Techno,Travel,Medium,No,Single
228,Early bird,Afternoon,High,PhD,712,"French, English",Balanced,4,Yes,Yes,Order,Yes,Yes,No,No,Yes,No,Yes,Yes,Jazz,Party,High,No,Single
229,Early bird,Night,Medium,PhD,476,"English, German, Italian",Introvert,1,No,Yes,Order,Yes,No,No,Yes,No,Yes,Yes,No,Jazz,Party,Low,Yes,Relationship
230,Night owl,Night,High,Bachelor's,357,Spanish,Balanced,1,No,Yes,Order,Yes,No,Yes,No,No,Yes,Yes,Yes,None,Family Time,Low,Yes,Single
231,Flexible,Night,High,Master's,549,"English, German, French",Balanced,4,No,Yes,Order,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Pop,Hike,Low,No,Relationship
232,Flexible,Morning,Low,PhD,741,"German, Spanish",Extrovert,3,Yes,No,Order,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Classical,Party,Low,No,Relationship
233,Early bird,Morning,Low,Bachelor's,620,"Spanish, German, French",Extrovert,2,Yes,Yes,Order,Yes,No,Yes,No,No,No,Yes,No,Rock,Family Time,Medium,Yes,Relationship
234,Night owl,Morning,Medium,High School,579,French,Balanced,3,Yes,No,Order,No,No,No,Yes,No,Yes,Yes,No,None,Travel,High,Yes,Relationship
235,Early bird,Night,Low,PhD,480,Spanish,Introvert,2,No,Yes,Order,Yes,Yes,No,Yes,No,Yes,No,No,Jazz,Travel,High,No,Relationship
236,Night owl,Morning,Low,Bachelor's,816,Italian,Extrovert,2,Yes,Yes,Order,Yes,No,No,No,No,No,No,No,Pop,Party,High,Yes,Single
237,Night owl,Morning,Low,Master's,760,Spanish,Extrovert,5,Yes,No,Cook,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Pop,Family Time,Low,Yes,Single
238,Night owl,Night,Medium,PhD,1045,French,Balanced,1,No,No,Order,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Techno,Family Time,Low,Yes,Relationship
239,Night owl,Night,High,Bachelor's,1082,"German, Spanish, French",Balanced,2,Yes,Yes,Order,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Pop,Chill,Medium,Yes,Single
240,Night owl,Afternoon,High,Master's,689,"French, Spanish, Italian",Extrovert,1,No,No,Order,No,Yes,Yes,No,Yes,Yes,Yes,No,Classical,Family Time,High,Yes,Relationship
241,Flexible,Morning,Medium,PhD,1145,"Spanish, French",Balanced,5,No,No,Cook,Yes,No,No,Yes,Yes,Yes,No,No,Rock,Travel,Low,No,Single
242,Early bird,Afternoon,Medium,PhD,677,"German, French, Italian",Balanced,3,Yes,Yes,Order,No,Yes,No,Yes,Yes,Yes,Yes,No,Techno,Chill,Medium,Yes,Single
243,Night owl,Morning,Medium,High School,941,"French, German",Extrovert,2,Yes,Yes,Cook,No,Yes,No,No,Yes,Yes,Yes,No,Jazz,Hike,Low,Yes,Relationship
244,Flexible,Morning,Medium,Master's,1003,"English, Spanish",Extrovert,4,Yes,Yes,Order,No,No,No,Yes,Yes,Yes,Yes,Yes,Reggaeton,Party,Low,No,Relationship
245,Flexible,Night,Medium,Master's,855,"French, Italian",Introvert,1,Yes,No,Order,No,No,No,No,No,Yes,Yes,Yes,Jazz,Party,Medium,No,Relationship
246,Night owl,Morning,Low,PhD,779,"English, Italian",Extrovert,3,Yes,Yes,Order,Yes,No,No,No,No,No,No,No,Jazz,Chill,Low,Yes,Relationship
247,Flexible,Night,Medium,Bachelor's,495,English,Balanced,1,No,Yes,Cook,Yes,Yes,Yes,Yes,No,No,Yes,No,Pop,Hike,High,Yes,Relationship
248,Flexible,Night,Low,Master's,686,"Spanish, Italian",Balanced,3,Yes,No,Order,No,No,No,Yes,Yes,Yes,Yes,No,None,Party,High,No,Single
249,Early bird,Night,High,Bachelor's,628,Spanish,Introvert,2,No,Yes,Order,No,No,No,No,Yes,Yes,Yes,No,Reggaeton,Travel,Low,No,Relationship
250,Flexible,Night,Low,Bachelor's,929,"Italian, German, French",Balanced,5,No,No,Order,No,No,Yes,Yes,Yes,No,Yes,No,None,Family Time,Medium,No,Single
251,Flexible,Afternoon,High,Bachelor's,499,"Italian, French",Extrovert,2,No,Yes,Cook,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Reggaeton,Hike,Low,No,Single
252,Early bird,Night,Medium,High School,383,"English, Spanish",Extrovert,5,No,Yes,Order,Yes,No,Yes,Yes,No,Yes,No,Yes,Techno,Family Time,Low,No,Single
253,Early bird,Night,High,Bachelor's,1049,"French, Spanish, German",Balanced,4,Yes,No,Cook,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Techno,Travel,Medium,Yes,Relationship
254,Flexible,Afternoon,Medium,Bachelor's,984,French,Balanced,3,No,Yes,Cook,No,No,No,No,Yes,No,No,Yes,Classical,Travel,Medium,Yes,Relationship
255,Flexible,Afternoon,High,Master's,939,French,Extrovert,5,No,Yes,Cook,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Reggaeton,Travel,High,Yes,Single
256,Early bird,Morning,Low,High School,732,French,Introvert,1,Yes,Yes,Order,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,None,Hike,Low,No,Relationship
257,Early bird,Morning,High,PhD,950,"French, German, Spanish",Extrovert,5,No,No,Cook,Yes,Yes,No,No,Yes,Yes,No,No,Reggaeton,Travel,Low,Yes,Relationship
258,Flexible,Morning,Medium,Master's,1025,"German, Italian, French",Introvert,5,Yes,No,Order,No,No,No,No,No,Yes,No,Yes,None,Travel,High,No,Single
259,Night owl,Afternoon,High,Master's,850,French,Extrovert,4,No,Yes,Cook,Yes,No,No,No,Yes,No,Yes,No,Classical,Chill,Medium,No,Single
260,Flexible,Night,Medium,Master's,1032,English,Introvert,2,No,No,Order,No,No,No,Yes,Yes,No,No,No,Techno,Party,Low,Yes,Relationship
261,Night owl,Night,Medium,Master's,1131,Spanish,Extrovert,4,No,No,Order,Yes,No,Yes,No,Yes,Yes,No,Yes,None,Travel,Medium,Yes,Relationship
262,Early bird,Night,High,Bachelor's,400,"French, German",Balanced,5,Yes,Yes,Order,No,No,Yes,No,No,No,No,No,Rock,Party,Low,No,Single
263,Night owl,Morning,Low,Bachelor's,800,"French, English, Italian",Balanced,2,Yes,Yes,Cook,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Reggaeton,Travel,High,Yes,Single
264,Flexible,Afternoon,Medium,Bachelor's,658,"German, English, French",Balanced,4,No,No,Cook,No,No,Yes,Yes,No,No,Yes,Yes,Techno,Travel,Medium,Yes,Relationship
265,Flexible,Night,High,High School,1087,"French, Spanish, English",Introvert,3,Yes,No,Cook,No,No,No,No,No,No,Yes,No,Rock,Chill,Low,No,Relationship
266,Early bird,Night,Medium,High School,1139,"English, French, Spanish",Balanced,2,Yes,No,Cook,No,Yes,Yes,Yes,No,Yes,No,No,Classical,Party,High,Yes,Single
267,Night owl,Night,High,Master's,509,"French, Italian, German",Extrovert,2,No,No,Order,Yes,Yes,No,Yes,Yes,No,No,No,Jazz,Hike,Low,No,Relationship
268,Early bird,Afternoon,Low,Master's,495,"English, French",Balanced,1,Yes,No,Order,No,Yes,No,Yes,Yes,No,No,Yes,Rock,Party,High,No,Single
269,Early bird,Night,High,High School,846,French,Introvert,5,Yes,Yes,Cook,Yes,Yes,Yes,No,No,No,Yes,Yes,Classical,Chill,High,Yes,Relationship
270,Early bird,Morning,Medium,Bachelor's,1087,Italian,Extrovert,4,No,Yes,Order,No,Yes,No,Yes,No,No,Yes,No,None,Chill,High,No,Relationship
271,Flexible,Morning,High,High School,872,Spanish,Introvert,1,Yes,No,Order,Yes,Yes,No,No,No,No,Yes,Yes,None,Chill,Medium,Yes,Relationship
272,Early bird,Afternoon,Medium,Bachelor's,373,"French, Spanish, English",Balanced,2,No,Yes,Order,Yes,No,Yes,No,Yes,Yes,No,Yes,Reggaeton,Party,High,No,Relationship
273,Flexible,Afternoon,Low,PhD,914,English,Balanced,2,No,No,Cook,Yes,Yes,No,No,Yes,No,No,Yes,Rock,Party,Low,No,Relationship
274,Night owl,Morning,Low,High School,1171,"English, French",Balanced,5,No,No,Cook,No,Yes,No,No,No,Yes,Yes,Yes,Pop,Hike,Low,Yes,Single
275,Early bird,Afternoon,Medium,PhD,457,"French, Spanish, Italian",Balanced,2,No,Yes,Order,Yes,No,No,No,Yes,Yes,No,Yes,None,Party,High,Yes,Relationship
276,Flexible,Afternoon,Medium,PhD,880,"Spanish, French, German",Balanced,3,Yes,No,Cook,No,No,Yes,Yes,No,No,Yes,Yes,Jazz,Hike,Low,Yes,Relationship
277,Night owl,Afternoon,Low,Master's,635,"German, Spanish, English",Introvert,2,Yes,Yes,Cook,Yes,Yes,Yes,Yes,No,Yes,No,No,Pop,Chill,High,No,Relationship
278,Night owl,Afternoon,High,Master's,533,"Spanish, English, German",Extrovert,4,No,Yes,Order,Yes,No,No,Yes,No,Yes,Yes,No,None,Party,Low,Yes,Relationship
279,Early bird,Afternoon,Low,Master's,491,"French, Spanish, Italian",Balanced,5,Yes,No,Cook,No,No,No,No,Yes,Yes,Yes,Yes,Classical,Family Time,Low,Yes,Single
280,Flexible,Night,High,High School,544,"Italian, German, English",Balanced,1,No,No,Order,No,Yes,No,No,No,Yes,Yes,Yes,Rock,Family Time,High,No,Single
281,Night owl,Night,Medium,High School,622,"English, French",Extrovert,5,No,No,Order,Yes,No,No,Yes,No,Yes,Yes,Yes,Reggaeton,Hike,Medium,Yes,Single
282,Flexible,Afternoon,Medium,Master's,604,"German, English, Italian",Balanced,1,Yes,Yes,Order,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Techno,Travel,High,No,Relationship
283,Flexible,Morning,Low,PhD,966,"Spanish, Italian",Introvert,5,Yes,No,Order,Yes,No,Yes,Yes,No,Yes,No,No,Reggaeton,Party,High,Yes,Single
284,Flexible,Afternoon,Medium,Bachelor's,538,French,Balanced,3,Yes,Yes,Order,No,No,Yes,No,Yes,No,No,No,Techno,Travel,Low,No,Relationship
285,Flexible,Morning,Low,Bachelor's,449,English,Balanced,2,Yes,No,Order,Yes,No,Yes,No,No,Yes,No,Yes,Pop,Party,High,No,Single
286,Early bird,Night,High,Master's,499,French,Introvert,4,No,No,Cook,Yes,No,No,No,Yes,No,No,Yes,Classical,Family Time,Low,Yes,Single
287,Night owl,Morning,Medium,Bachelor's,853,Italian,Balanced,3,Yes,No,Cook,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Reggaeton,Hike,High,No,Relationship
288,Night owl,Night,Medium,High School,407,"Italian, German",Introvert,3,No,No,Cook,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Techno,Hike,High,Yes,Single
289,Night owl,Night,Medium,Master's,670,"French, English, Spanish",Balanced,4,Yes,No,Cook,No,Yes,No,No,No,No,No,Yes,Techno,Party,High,No,Relationship
290,Flexible,Night,Medium,Master's,566,"English, Spanish",Introvert,4,Yes,No,Cook,No,Yes,No,Yes,Yes,No,Yes,No,Rock,Family Time,High,Yes,Relationship
291,Night owl,Afternoon,Medium,Master's,860,"Italian, English, French",Introvert,3,Yes,No,Order,No,No,Yes,Yes,No,Yes,Yes,Yes,Rock,Family Time,High,No,Single
292,Early bird,Night,Medium,Master's,1111,"Spanish, French",Introvert,4,No,Yes,Cook,No,No,Yes,No,No,Yes,Yes,No,None,Party,Medium,No,Single
293,Night owl,Morning,Medium,Master's,579,"French, Spanish, German",Introvert,3,Yes,No,Cook,Yes,Yes,No,No,Yes,Yes,Yes,Yes,None,Travel,Medium,No,Single
294,Early bird,Morning,Medium,Bachelor's,481,Italian,Balanced,3,Yes,Yes,Order,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Reggaeton,Party,Medium,Yes,Relationship
295,Night owl,Afternoon,Medium,Master's,867,French,Extrovert,3,Yes,No,Cook,No,No,Yes,Yes,Yes,No,Yes,No,None,Travel,Low,Yes,Single
296,Early bird,Afternoon,Medium,PhD,1191,"German, Italian",Introvert,5,Yes,No,Cook,Yes,Yes,Yes,No,No,Yes,Yes,No,Pop,Travel,High,No,Single
297,Early bird,Night,Low,Bachelor's,900,"French, German",Extrovert,5,Yes,No,Cook,Yes,No,No,No,No,No,No,No,Jazz,Party,Low,Yes,Relationship
298,Flexible,Morning,High,Master's,1068,"English, Italian",Introvert,5,No,Yes,Order,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,Chill,High,Yes,Single
299,Flexible,Morning,High,High School,720,"Spanish, English, Italian",Extrovert,3,Yes,No,Cook,Yes,No,Yes,Yes,No,No,Yes,No,None,Chill,Medium,Yes,Relationship
300,Flexible,Morning,Medium,High School,980,"Italian, French",Extrovert,2,Yes,Yes,Cook,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Reggaeton,Chill,High,No,Single
301,Night owl,Night,Low,High School,698,"English, Italian, Spanish",Balanced,2,Yes,Yes,Cook,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Techno,Hike,Low,Yes,Single
302,Night owl,Afternoon,High,Master's,695,English,Introvert,4,No,Yes,Order,Yes,No,Yes,Yes,No,No,No,Yes,Rock,Family Time,High,No,Relationship
303,Early bird,Morning,Low,Bachelor's,399,French,Introvert,1,Yes,No,Order,No,Yes,Yes,Yes,No,Yes,No,Yes,Reggaeton,Party,High,No,Single
304,Early bird,Morning,Low,PhD,755,"English, Spanish, French",Introvert,4,Yes,Yes,Cook,No,Yes,Yes,Yes,Yes,No,No,Yes,Techno,Chill,High,Yes,Single
305,Early bird,Morning,Medium,PhD,747,"English, French, German",Introvert,2,Yes,No,Order,No,No,Yes,Yes,Yes,No,No,Yes,Rock,Hike,Medium,No,Single
306,Early bird,Night,High,High School,875,Spanish,Balanced,3,Yes,No,Order,No,No,No,No,No,Yes,No,No,Pop,Hike,Medium,No,Single
307,Early bird,Morning,Medium,Bachelor's,969,"Italian, English, Spanish",Balanced,4,Yes,No,Order,No,No,Yes,Yes,Yes,Yes,No,No,Rock,Party,High,No,Relationship
308,Flexible,Afternoon,High,PhD,687,English,Introvert,4,Yes,No,Order,No,No,Yes,No,Yes,No,Yes,No,Techno,Family Time,Low,No,Relationship
309,Night owl,Morning,High,Master's,1030,Italian,Extrovert,4,No,No,Cook,Yes,No,Yes,No,Yes,Yes,No,No,None,Party,High,Yes,Relationship
310,Night owl,Night,High,High School,980,Spanish,Balanced,2,Yes,No,Cook,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Pop,Hike,High,No,Single
311,Night owl,Afternoon,High,PhD,900,"French, German",Extrovert,1,Yes,No,Order,Yes,Yes,Yes,No,Yes,No,No,No,Rock,Party,High,No,Single
312,Night owl,Afternoon,Low,PhD,884,"Italian, English",Introvert,5,Yes,No,Order,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Pop,Party,Low,Yes,Relationship
313,Early bird,Night,Medium,High School,665,Spanish,Introvert,3,No,No,Order,No,Yes,Yes,No,Yes,Yes,No,No,Jazz,Travel,Medium,No,Relationship
